class,type,scenario,vintage,value
8,onshore,Moderate,2019,0.311036
8,onshore,Moderate,2020,0.314213636
8,onshore,Moderate,2021,0.317391273
8,onshore,Moderate,2022,0.320568909
8,onshore,Moderate,2023,0.323746545
8,onshore,Moderate,2024,0.326924182
8,onshore,Moderate,2025,0.330101818
8,onshore,Moderate,2026,0.333279455
8,onshore,Moderate,2027,0.336457091
8,onshore,Moderate,2028,0.339634727
8,onshore,Moderate,2029,0.342812364
8,onshore,Moderate,2030,0.34599
8,onshore,Moderate,2031,0.346768478
8,onshore,Moderate,2032,0.347546955
8,onshore,Moderate,2033,0.348325433
8,onshore,Moderate,2034,0.34910391
8,onshore,Moderate,2035,0.349882388
8,onshore,Moderate,2036,0.350660865
8,onshore,Moderate,2037,0.351439343
8,onshore,Moderate,2038,0.35221782
8,onshore,Moderate,2039,0.352996298
8,onshore,Moderate,2040,0.353774775
8,onshore,Moderate,2041,0.354553253
8,onshore,Moderate,2042,0.35533173
8,onshore,Moderate,2043,0.356110208
8,onshore,Moderate,2044,0.356888685
8,onshore,Moderate,2045,0.357667163
8,onshore,Moderate,2046,0.35844564
8,onshore,Moderate,2047,0.359224118
8,onshore,Moderate,2048,0.360002595
8,onshore,Moderate,2049,0.360781073
8,onshore,Moderate,2050,0.36155955
8,onshore,Conservative,2019,0.311036
8,onshore,Conservative,2020,0.312033273
8,onshore,Conservative,2021,0.313030545
8,onshore,Conservative,2022,0.314027818
8,onshore,Conservative,2023,0.315025091
8,onshore,Conservative,2024,0.316022364
8,onshore,Conservative,2025,0.317019636
8,onshore,Conservative,2026,0.318016909
8,onshore,Conservative,2027,0.319014182
8,onshore,Conservative,2028,0.320011455
8,onshore,Conservative,2029,0.321008727
8,onshore,Conservative,2030,0.322006
8,onshore,Conservative,2031,0.322368257
8,onshore,Conservative,2032,0.322730514
8,onshore,Conservative,2033,0.32309277
8,onshore,Conservative,2034,0.323455027
8,onshore,Conservative,2035,0.323817284
8,onshore,Conservative,2036,0.324179541
8,onshore,Conservative,2037,0.324541797
8,onshore,Conservative,2038,0.324904054
8,onshore,Conservative,2039,0.325266311
8,onshore,Conservative,2040,0.325628568
8,onshore,Conservative,2041,0.325990824
8,onshore,Conservative,2042,0.326353081
8,onshore,Conservative,2043,0.326715338
8,onshore,Conservative,2044,0.327077595
8,onshore,Conservative,2045,0.327439851
8,onshore,Conservative,2046,0.327802108
8,onshore,Conservative,2047,0.328164365
8,onshore,Conservative,2048,0.328526622
8,onshore,Conservative,2049,0.328888878
8,onshore,Conservative,2050,0.329251135
9,onshore,Advanced,2019,0.265759
9,onshore,Advanced,2020,0.270737909
9,onshore,Advanced,2021,0.275716818
9,onshore,Advanced,2022,0.280695727
9,onshore,Advanced,2023,0.285674636
9,onshore,Advanced,2024,0.290653545
9,onshore,Advanced,2025,0.295632455
9,onshore,Advanced,2026,0.300611364
9,onshore,Advanced,2027,0.305590273
9,onshore,Advanced,2028,0.310569182
9,onshore,Advanced,2029,0.315548091
9,onshore,Advanced,2030,0.320527
9,onshore,Advanced,2031,0.322129635
9,onshore,Advanced,2032,0.32373227
9,onshore,Advanced,2033,0.325334905
9,onshore,Advanced,2034,0.32693754
9,onshore,Advanced,2035,0.328540175
9,onshore,Advanced,2036,0.33014281
9,onshore,Advanced,2037,0.331745445
9,onshore,Advanced,2038,0.33334808
9,onshore,Advanced,2039,0.334950715
9,onshore,Advanced,2040,0.33655335
9,onshore,Advanced,2041,0.338155985
9,onshore,Advanced,2042,0.33975862
9,onshore,Advanced,2043,0.341361255
9,onshore,Advanced,2044,0.34296389
9,onshore,Advanced,2045,0.344566525
9,onshore,Advanced,2046,0.34616916
9,onshore,Advanced,2047,0.347771795
9,onshore,Advanced,2048,0.34937443
9,onshore,Advanced,2049,0.350977065
9,onshore,Advanced,2050,0.3525797
9,onshore,Moderate,2019,0.265759
9,onshore,Moderate,2020,0.268650364
9,onshore,Moderate,2021,0.271541727
9,onshore,Moderate,2022,0.274433091
9,onshore,Moderate,2023,0.277324455
9,onshore,Moderate,2024,0.280215818
9,onshore,Moderate,2025,0.283107182
9,onshore,Moderate,2026,0.285998545
9,onshore,Moderate,2027,0.288889909
9,onshore,Moderate,2028,0.291781273
9,onshore,Moderate,2029,0.294672636
9,onshore,Moderate,2030,0.297564
9,onshore,Moderate,2031,0.29830791
9,onshore,Moderate,2032,0.29905182
9,onshore,Moderate,2033,0.29979573
9,onshore,Moderate,2034,0.30053964
9,onshore,Moderate,2035,0.30128355
9,onshore,Moderate,2036,0.30202746
9,onshore,Moderate,2037,0.30277137
9,onshore,Moderate,2038,0.30351528
9,onshore,Moderate,2039,0.30425919
9,onshore,Moderate,2040,0.3050031
9,onshore,Moderate,2041,0.30574701
9,onshore,Moderate,2042,0.30649092
9,onshore,Moderate,2043,0.30723483
9,onshore,Moderate,2044,0.30797874
9,onshore,Moderate,2045,0.30872265
9,onshore,Moderate,2046,0.30946656
9,onshore,Moderate,2047,0.31021047
9,onshore,Moderate,2048,0.31095438
9,onshore,Moderate,2049,0.31169829
9,onshore,Moderate,2050,0.3124422
9,onshore,Conservative,2019,0.265759
9,onshore,Conservative,2020,0.266724
9,onshore,Conservative,2021,0.267689
9,onshore,Conservative,2022,0.268654
9,onshore,Conservative,2023,0.269619
9,onshore,Conservative,2024,0.270584
9,onshore,Conservative,2025,0.271549
9,onshore,Conservative,2026,0.272514
9,onshore,Conservative,2027,0.273479
9,onshore,Conservative,2028,0.274444
9,onshore,Conservative,2029,0.275409
9,onshore,Conservative,2030,0.276374
9,onshore,Conservative,2031,0.276719468
9,onshore,Conservative,2032,0.277064935
9,onshore,Conservative,2033,0.277410403
9,onshore,Conservative,2034,0.27775587
9,onshore,Conservative,2035,0.278101338
9,onshore,Conservative,2036,0.278446805
9,onshore,Conservative,2037,0.278792273
9,onshore,Conservative,2038,0.27913774
9,onshore,Conservative,2039,0.279483208
9,onshore,Conservative,2040,0.279828675
9,onshore,Conservative,2041,0.280174143
9,onshore,Conservative,2042,0.28051961
9,onshore,Conservative,2043,0.280865078
9,onshore,Conservative,2044,0.281210545
9,onshore,Conservative,2045,0.281556013
9,onshore,Conservative,2046,0.28190148
9,onshore,Conservative,2047,0.282246948
9,onshore,Conservative,2048,0.282592415
9,onshore,Conservative,2049,0.282937883
9,onshore,Conservative,2050,0.28328335
10,onshore,Advanced,2019,0.164841
10,onshore,Advanced,2020,0.168516273
10,onshore,Advanced,2021,0.172191545
10,onshore,Advanced,2022,0.175866818
10,onshore,Advanced,2023,0.179542091
10,onshore,Advanced,2024,0.183217364
10,onshore,Advanced,2025,0.186892636
10,onshore,Advanced,2026,0.190567909
10,onshore,Advanced,2027,0.194243182
10,onshore,Advanced,2028,0.197918455
10,onshore,Advanced,2029,0.201593727
10,onshore,Advanced,2030,0.205269
10,onshore,Advanced,2031,0.20639798
10,onshore,Advanced,2032,0.207526959
10,onshore,Advanced,2033,0.208655939
10,onshore,Advanced,2034,0.209784918
10,onshore,Advanced,2035,0.210913898
10,onshore,Advanced,2036,0.212042877
10,onshore,Advanced,2037,0.213171857
10,onshore,Advanced,2038,0.214300836
10,onshore,Advanced,2039,0.215429816
10,onshore,Advanced,2040,0.216558795
10,onshore,Advanced,2041,0.217687775
10,onshore,Advanced,2042,0.218816754
10,onshore,Advanced,2043,0.219945734
10,onshore,Advanced,2044,0.221074713
10,onshore,Advanced,2045,0.222203693
10,onshore,Advanced,2046,0.223332672
10,onshore,Advanced,2047,0.224461652
10,onshore,Advanced,2048,0.225590631
10,onshore,Advanced,2049,0.226719611
10,onshore,Advanced,2050,0.22784859
10,onshore,Moderate,2019,0.164841
10,onshore,Moderate,2020,0.166932909
10,onshore,Moderate,2021,0.169024818
10,onshore,Moderate,2022,0.171116727
10,onshore,Moderate,2023,0.173208636
10,onshore,Moderate,2024,0.175300545
10,onshore,Moderate,2025,0.177392455
10,onshore,Moderate,2026,0.179484364
10,onshore,Moderate,2027,0.181576273
10,onshore,Moderate,2028,0.183668182
10,onshore,Moderate,2029,0.185760091
10,onshore,Moderate,2030,0.187852
10,onshore,Moderate,2031,0.188368593
10,onshore,Moderate,2032,0.188885186
10,onshore,Moderate,2033,0.189401779
10,onshore,Moderate,2034,0.189918372
10,onshore,Moderate,2035,0.190434965
10,onshore,Moderate,2036,0.190951558
10,onshore,Moderate,2037,0.191468151
10,onshore,Moderate,2038,0.191984744
10,onshore,Moderate,2039,0.192501337
10,onshore,Moderate,2040,0.19301793
10,onshore,Moderate,2041,0.193534523
10,onshore,Moderate,2042,0.194051116
10,onshore,Moderate,2043,0.194567709
10,onshore,Moderate,2044,0.195084302
10,onshore,Moderate,2045,0.195600895
10,onshore,Moderate,2046,0.196117488
10,onshore,Moderate,2047,0.196634081
10,onshore,Moderate,2048,0.197150674
10,onshore,Moderate,2049,0.197667267
10,onshore,Moderate,2050,0.19818386
10,onshore,Conservative,2019,0.164841
10,onshore,Conservative,2020,0.165630364
10,onshore,Conservative,2021,0.166419727
10,onshore,Conservative,2022,0.167209091
10,onshore,Conservative,2023,0.167998455
10,onshore,Conservative,2024,0.168787818
10,onshore,Conservative,2025,0.169577182
10,onshore,Conservative,2026,0.170366545
10,onshore,Conservative,2027,0.171155909
10,onshore,Conservative,2028,0.171945273
10,onshore,Conservative,2029,0.172734636
10,onshore,Conservative,2030,0.173524
10,onshore,Conservative,2031,0.173762596
10,onshore,Conservative,2032,0.174001191
10,onshore,Conservative,2033,0.174239787
10,onshore,Conservative,2034,0.174478382
10,onshore,Conservative,2035,0.174716978
10,onshore,Conservative,2036,0.174955573
10,onshore,Conservative,2037,0.175194169
10,onshore,Conservative,2038,0.175432764
10,onshore,Conservative,2039,0.17567136
10,onshore,Conservative,2040,0.175909955
10,onshore,Conservative,2041,0.176148551
10,onshore,Conservative,2042,0.176387146
10,onshore,Conservative,2043,0.176625742
10,onshore,Conservative,2044,0.176864337
10,onshore,Conservative,2045,0.177102933
10,onshore,Conservative,2046,0.177341528
10,onshore,Conservative,2047,0.177580124
10,onshore,Conservative,2048,0.177818719
10,onshore,Conservative,2049,0.178057315
10,onshore,Conservative,2050,0.17829591
11,solar,Advanced,2019,0.096326354
11,solar,Advanced,2020,0.09807577
11,solar,Advanced,2021,0.099825186
11,solar,Advanced,2022,0.101574602
11,solar,Advanced,2023,0.103324018
11,solar,Advanced,2024,0.105073434
11,solar,Advanced,2025,0.106822849
11,solar,Advanced,2026,0.108572265
11,solar,Advanced,2027,0.110321681
11,solar,Advanced,2028,0.112071097
11,solar,Advanced,2029,0.113820513
11,solar,Advanced,2030,0.115569928
11,solar,Advanced,2031,0.115821167
11,solar,Advanced,2032,0.116072406
11,solar,Advanced,2033,0.116323645
11,solar,Advanced,2034,0.116574884
11,solar,Advanced,2035,0.116826123
11,solar,Advanced,2036,0.117077362
11,solar,Advanced,2037,0.117328601
11,solar,Advanced,2038,0.11757984
11,solar,Advanced,2039,0.117831079
11,solar,Advanced,2040,0.118082318
11,solar,Advanced,2041,0.118333557
11,solar,Advanced,2042,0.118584796
11,solar,Advanced,2043,0.118836035
11,solar,Advanced,2044,0.119087274
11,solar,Advanced,2045,0.119338513
11,solar,Advanced,2046,0.119589752
11,solar,Advanced,2047,0.119840991
11,solar,Advanced,2048,0.12009223
11,solar,Advanced,2049,0.120343469
11,solar,Advanced,2050,0.120594708
11,solar,Moderate,2019,0.096326354
11,solar,Moderate,2020,0.097365985
11,solar,Moderate,2021,0.098405616
11,solar,Moderate,2022,0.099445247
11,solar,Moderate,2023,0.100484878
11,solar,Moderate,2024,0.101524509
11,solar,Moderate,2025,0.102564139
11,solar,Moderate,2026,0.10360377
11,solar,Moderate,2027,0.104643401
11,solar,Moderate,2028,0.105683032
11,solar,Moderate,2029,0.106722663
11,solar,Moderate,2030,0.107762293
11,solar,Moderate,2031,0.108152675
11,solar,Moderate,2032,0.108543057
11,solar,Moderate,2033,0.108933439
11,solar,Moderate,2034,0.10932382
11,solar,Moderate,2035,0.109714202
11,solar,Moderate,2036,0.110104584
11,solar,Moderate,2037,0.110494966
11,solar,Moderate,2038,0.110885347
11,solar,Moderate,2039,0.111275729
11,solar,Moderate,2040,0.111666111
11,solar,Moderate,2041,0.112056493
11,solar,Moderate,2042,0.112446874
11,solar,Moderate,2043,0.112837256
11,solar,Moderate,2044,0.113227638
11,solar,Moderate,2045,0.11361802
11,solar,Moderate,2046,0.114008401
11,solar,Moderate,2047,0.114398783
11,solar,Moderate,2048,0.114789165
11,solar,Moderate,2049,0.115179547
11,solar,Moderate,2050,0.115569928
11,solar,Conservative,2019,0.096326354
11,solar,Conservative,2020,0.096326354
11,solar,Conservative,2021,0.096326354
11,solar,Conservative,2022,0.096326354
11,solar,Conservative,2023,0.096326354
11,solar,Conservative,2024,0.096326354
11,solar,Conservative,2025,0.096326354
11,solar,Conservative,2026,0.096326354
11,solar,Conservative,2027,0.096326354
11,solar,Conservative,2028,0.096326354
11,solar,Conservative,2029,0.096326354
11,solar,Conservative,2030,0.096326354
11,solar,Conservative,2031,0.096898151
11,solar,Conservative,2032,0.097469948
11,solar,Conservative,2033,0.098041745
11,solar,Conservative,2034,0.098613542
11,solar,Conservative,2035,0.099185339
11,solar,Conservative,2036,0.099757136
11,solar,Conservative,2037,0.100328933
11,solar,Conservative,2038,0.10090073
11,solar,Conservative,2039,0.101472527
11,solar,Conservative,2040,0.102044324
11,solar,Conservative,2041,0.102616121
11,solar,Conservative,2042,0.103187918
11,solar,Conservative,2043,0.103759715
11,solar,Conservative,2044,0.104331512
11,solar,Conservative,2045,0.104903309
11,solar,Conservative,2046,0.105475106
11,solar,Conservative,2047,0.106046903
11,solar,Conservative,2048,0.1066187
11,solar,Conservative,2049,0.107190497
11,solar,Conservative,2050,0.107762293
8,offshore,Advanced,2019,0.722979357
8,offshore,Advanced,2020,0.735192483
8,offshore,Advanced,2021,0.743881894
8,offshore,Advanced,2022,0.75063507
8,offshore,Advanced,2023,0.756161106
8,offshore,Advanced,2024,0.760838997
8,offshore,Advanced,2025,0.76489533
8,offshore,Advanced,2026,0.768476432
8,offshore,Advanced,2027,0.771682328
8,offshore,Advanced,2028,0.774584422
8,offshore,Advanced,2029,0.777235483
8,offshore,Advanced,2030,0.77967561
8,offshore,Advanced,2031,0.781935994
8,offshore,Advanced,2032,0.784041374
8,offshore,Advanced,2033,0.786011709
8,offshore,Advanced,2034,0.787863326
8,offshore,Advanced,2035,0.789609762
8,offshore,Advanced,2036,0.791262358
8,offshore,Advanced,2037,0.792830714
8,offshore,Advanced,2038,0.794323024
8,offshore,Advanced,2039,0.795746346
8,offshore,Advanced,2040,0.797106792
8,offshore,Advanced,2041,0.798409699
8,offshore,Advanced,2042,0.799659752
8,offshore,Advanced,2043,0.800861085
8,offshore,Advanced,2044,0.80201736
8,offshore,Advanced,2045,0.803131848
8,offshore,Advanced,2046,0.804207472
8,offshore,Advanced,2047,0.805246859
8,offshore,Advanced,2048,0.806252378
8,offshore,Advanced,2049,0.807226173
8,offshore,Advanced,2050,0.808170189
8,offshore,Moderate,2019,0.719516278
8,offshore,Moderate,2020,0.729645133
8,offshore,Moderate,2021,0.73683167
8,offshore,Moderate,2022,0.742405981
8,offshore,Moderate,2023,0.746960525
8,offshore,Moderate,2024,0.750811338
8,offshore,Moderate,2025,0.754147062
8,offshore,Moderate,2026,0.757089381
8,offshore,Moderate,2027,0.759721374
8,offshore,Moderate,2028,0.762102301
8,offshore,Moderate,2029,0.764275918
8,offshore,Moderate,2030,0.766275451
8,offshore,Moderate,2031,0.76812673
8,offshore,Moderate,2032,0.769850229
8,offshore,Moderate,2033,0.771462454
8,offshore,Moderate,2034,0.772976909
8,offshore,Moderate,2035,0.774404773
8,offshore,Moderate,2036,0.775755418
8,offshore,Moderate,2037,0.777036766
8,offshore,Moderate,2038,0.778255586
8,offshore,Moderate,2039,0.779417694
8,offshore,Moderate,2040,0.780528136
8,offshore,Moderate,2041,0.78159131
8,offshore,Moderate,2042,0.782611077
8,offshore,Moderate,2043,0.783590843
8,offshore,Moderate,2044,0.784533629
8,offshore,Moderate,2045,0.785442122
8,offshore,Moderate,2046,0.786318733
8,offshore,Moderate,2047,0.787165621
8,offshore,Moderate,2048,0.787984739
8,offshore,Moderate,2049,0.788777848
8,offshore,Moderate,2050,0.789546549
8,offshore,Conservative,2019,0.710858582
8,offshore,Conservative,2020,0.71586207
8,offshore,Conservative,2021,0.719387462
8,offshore,Conservative,2022,0.722108634
8,offshore,Conservative,2023,0.724323645
8,offshore,Conservative,2024,0.726190701
8,offshore,Conservative,2025,0.72780387
8,offshore,Conservative,2026,0.72922364
8,offshore,Conservative,2027,0.7304912
8,offshore,Conservative,2028,0.731635861
8,offshore,Conservative,2029,0.732679221
8,offshore,Conservative,2030,0.733637656
8,offshore,Conservative,2031,0.73452387
8,offshore,Conservative,2032,0.73534792
8,offshore,Conservative,2033,0.736117906
8,offshore,Conservative,2034,0.73684044
8,offshore,Conservative,2035,0.737520997
8,offshore,Conservative,2036,0.738164154
8,offshore,Conservative,2037,0.738773782
8,offshore,Conservative,2038,0.739353184
8,offshore,Conservative,2039,0.739905194
8,offshore,Conservative,2040,0.740432267
8,offshore,Conservative,2041,0.740936547
8,offshore,Conservative,2042,0.741419909
8,offshore,Conservative,2043,0.741884008
8,offshore,Conservative,2044,0.74233031
8,offshore,Conservative,2045,0.742760122
8,offshore,Conservative,2046,0.743174608
8,offshore,Conservative,2047,0.743574819
8,offshore,Conservative,2048,0.743961698
8,offshore,Conservative,2049,0.744336098
8,offshore,Conservative,2050,0.744698792
