sensitivity,bin_number,NZAu_maj,vintage,value,name,interpolation_method,extrapolation_method,type
[d],5,qld-south,2049,0.48086125308586736,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2050,0.48132987358575335,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2020,0.4544928557702066,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2021,0.45896933371250265,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2022,0.462441541355827,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2023,0.46527856008229646,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2024,0.46767719291894366,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2025,0.4697550055073708,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2026,0.47158779142216833,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2027,0.47322722731414496,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2028,0.4747102914312753,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2029,0.4760642374845399,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2030,0.4773097262275741,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2031,0.47846286535110655,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2032,0.47953642705067,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2033,0.48054068585632037,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2034,0.48148404196541533,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2035,0.4823734717711174,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2036,0.4832147611514983,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2037,0.48401292243186805,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2038,0.48477210524605346,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2039,0.4854959687116049,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2040,0.48618768110042326,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2041,0.48684991783448517,offshore wind|5,two_tier,two_tier,offshore
[d],5,sa,2042,0.48748511199800126,offshore wind|5,two_tier,two_tier,offshore
